Country Group Name,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
Emerging and developing Asia,"Lead, 99.97% pure, LME spot price, CIF European Ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Asia,"Uranium, u3o8 restricted price, Nuexco exchange spot, US$ per pound",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Gross domestic product, constant prices",Percent change,,,2.456,-1.97,5.991,3.586,2.887,2.719,2.655,2.606,
Emerging and developing Europe,"Gross domestic product, constant prices",Percent change (market exchange rates),,,,,,,,,,,
Emerging and developing Europe,"Gross domestic product, current prices",U.S. dollars,Billions,,"3,933.65","3,663.36","4,095.05","4,360.40","4,661.28","4,981.43","5,329.14","5,698.19",
Emerging and developing Europe,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,,"10,279.90","10,192.92","11,189.07","11,908.28","12,542.78","13,176.64","13,819.41","14,472.26",
Emerging and developing Europe,"Gross domestic product, deflator","Index, 2000=100",,,,,,,,,,,
Emerging and developing Europe,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,,"25,987.61","25,503.27","26,992.21","27,922.19","28,696.21","29,450.01","30,206.32","30,971.65",
Emerging and developing Europe,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,,"27,084.42","26,899.94","29,496.38","31,352.47","32,988.28","34,626.47","36,287.22","37,977.62",
Emerging and developing Europe,Output gap,Percent of potential GDP,,,,,,,,,,,
Emerging and developing Europe,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,,7.619,7.723,7.736,7.642,7.59,7.544,7.499,7.452,
Emerging and developing Europe,Investment,Percent of GDP,,,22.842,23.854,24.097,24.372,24.547,24.763,24.993,25.182,
Emerging and developing Europe,Gross national savings,Percent of GDP,,,24.221,24.043,25.857,25.398,25.115,25.126,25.052,25.097,
Emerging and developing Europe,"Inflation, average consumer prices",Percent change,,,6.625,5.355,8.36,7.13,6.17,5.831,5.807,5.811,
Emerging and developing Europe,"Inflation, end of period consumer prices",Percent change,,,5.264,6.447,8.483,6.514,5.878,5.727,5.803,5.83,
Emerging and developing Europe,Three-month London interbank offered rate (LIBOR),Percent,,,,,,,,,,,
Emerging and developing Europe,Trade volume of goods and services,Percent change,,,,,,,,,,,
Emerging and developing Europe,Volume of imports of goods and services,Percent change,,,3.098,-4.419,11.617,7.803,5.739,5.327,5.179,5.054,
Emerging and developing Europe,Volume of imports of goods,Percent change,,,2.627,0.12,9.877,7.047,5.554,5.253,5.174,5.064,
Emerging and developing Europe,Volume of exports of goods and services,Percent change,,,2.771,-6.413,10.606,6.454,4.42,4.057,4.013,3.974,
Emerging and developing Europe,Volume of exports of goods,Percent change,,,2.046,-2.199,8.298,5.515,3.718,3.579,3.763,3.758,
Emerging and developing Europe,Terms of trade of goods and services,Percent change,,,0.146,-2.813,5.053,-0.236,0.009,0.026,0.086,0.175,
Emerging and developing Europe,Terms of trade of goods,Percent change,,,0.296,-3.139,6.953,0.021,-0.118,-0.285,-0.274,-0.142,
Emerging and developing Europe,Export price of manufactures,"U.S. dollars; index, 2000=100",,,,,,,,,,,
Emerging and developing Europe,Export price of manufactures,U.S. dollars; annual percent change,,,,,,,,,,,
Emerging and developing Europe,Unemployment rate,Percent of total labor force,,,,,,,,,,,
Emerging and developing Europe,Employment,"Index, 2000=100",,,,,,,,,,,
Emerging and developing Europe,General government revenue,Percent of GDP,,,35.762,35.439,35.575,35.612,35.473,35.323,35.102,34.862,
Emerging and developing Europe,General government total expenditure,Percent of GDP,,,36.589,40.931,38.785,38.085,37.681,37.573,37.479,37.381,
Emerging and developing Europe,General government net lending/borrowing,Percent of GDP,,,-0.827,-5.492,-3.21,-2.473,-2.209,-2.25,-2.377,-2.52,
Emerging and developing Europe,General government structural balance,Percent of potential GDP,,,,,,,,,,,
Emerging and developing Europe,General government primary net lending/borrowing,Percent of GDP,,,0.268,-4.391,-1.86,-1.056,-0.768,-0.791,-0.872,-0.934,
Emerging and developing Europe,General government net debt,Percent of GDP,,,,,,,,,,,
Emerging and developing Europe,General government gross debt,Percent of GDP,,,29.8,38.735,37.261,37.254,37.343,37.517,37.515,37.613,
Emerging and developing Europe,Current account balance,U.S. dollars,Billions,,51.684,4.265,66.289,42.959,24.117,15.491,0.247,-8.482,
Emerging and developing Europe,Current account balance,Percent of GDP,,,1.314,0.116,1.619,0.985,0.517,0.311,0.005,-0.149,
Emerging and developing Europe,Imports of goods and services,U.S. dollars,Billions,,"1,389.20","1,282.83","1,559.86","1,706.58",n/a,n/a,n/a,n/a,
Emerging and developing Europe,Exports of goods and services,U.S. dollars,Billions,,"1,530.02","1,343.39","1,695.17","1,827.52",n/a,n/a,n/a,n/a,
Emerging and developing Europe,Financial account balance,U.S. dollars,Billions,,63.099,19.425,104.55,76.338,n/a,n/a,n/a,n/a,
Emerging and developing Europe,"Direct investment, net",U.S. dollars,Billions,,-51.03,-29.397,-38.807,-48.758,n/a,n/a,n/a,n/a,
Emerging and developing Europe,"Portfolio investment, net",U.S. dollars,Billions,,-2.567,16.005,-1.372,-1.533,n/a,n/a,n/a,n/a,
Emerging and developing Europe,"Financial derivatives, net",U.S. dollars,Billions,,1.607,-0.11,1.642,7.872,n/a,n/a,n/a,n/a,
Emerging and developing Europe,"Other investment, net",U.S. dollars,Billions,,21.841,36.056,29.598,59.162,n/a,n/a,n/a,n/a,
Emerging and developing Europe,Change in reserves,U.S. dollars,Billions,,93.327,-3.114,113.617,59.645,n/a,n/a,n/a,n/a,
Emerging and developing Europe,"External debt, total",U.S. dollars,Billions,,"1,853.90","1,923.36","2,029.04","2,075.62",n/a,n/a,n/a,n/a,
Emerging and developing Europe,"External debt, total",Percent of GDP,,,46.846,52.598,50.292,47.823,n/a,n/a,n/a,n/a,
Emerging and developing Europe,"External debt, total",Percent of exports of goods and services,,,121.168,143.172,119.695,113.576,n/a,n/a,n/a,n/a,
Emerging and developing Europe,"External debt, total debt service",U.S. dollars,Billions,,639.557,668.794,694.337,745.166,n/a,n/a,n/a,n/a,
Emerging and developing Europe,"External debt, total debt service",Percent of GDP,,,16.242,18.32,17.3,17.233,n/a,n/a,n/a,n/a,
Emerging and developing Europe,"External debt, total debt service",Percent of exports of goods and services,,,41.93,49.892,41.074,40.897,n/a,n/a,n/a,n/a,
Emerging and developing Europe,"External debt, total debt service, interest",U.S. dollars,Billions,,45.474,41.728,46.786,50.34,n/a,n/a,n/a,n/a,
Emerging and developing Europe,"External debt, total debt service, interest",Percent of GDP,,,1.156,1.139,1.143,1.154,n/a,n/a,n/a,n/a,
Emerging and developing Europe,"External debt, total debt service, interest",Percent of exports of goods and services,,,2.981,3.113,2.768,2.763,n/a,n/a,n/a,n/a,
Emerging and developing Europe,"External debt, total debt service, amortization",U.S. dollars,Billions,,594.083,627.067,647.551,694.826,n/a,n/a,n/a,n/a,
Emerging and developing Europe,"External debt, total debt service, amortization",Percent of GDP,,,15.103,17.117,15.813,15.935,n/a,n/a,n/a,n/a,
Emerging and developing Europe,"External debt, total debt service, amortization",Percent of exports of goods and services,,,38.949,46.779,38.306,38.134,n/a,n/a,n/a,n/a,
Emerging and developing Europe,Commodity Price Index includes both Fuel and Non-Fuel Price Indices,"Index, 2016=100",,,,,,,,,,,
Emerging and developing Europe,Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices,"Index, 2016=100",,,,,,,,,,,
Emerging and developing Europe,Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices,"Index, 2016=100",,,,,,,,,,,
Emerging and developing Europe,"Crude Oil (petroleum), simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh, US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging and developing Europe,"Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh","Index, 2016=100",,,,,,,,,,,
Emerging and developing Europe,"Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging and developing Europe,"Natural Gas, Russian Natural Gas border price in Germany, US$ per million metric British thermal units of gas",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Natural Gas, Indonesian Liquified Natural Gas in Japan, US$ per million metric British thermal units of liquid",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per million metric British thermal units of gas",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,Commodity Coal Price Index includes Australian and South African Coal,"Index, 2016=100",,,,,,,,,,,
Emerging and developing Europe,"Coal, Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Coal, South African export price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,Commodity Food and Beverage Price Index includes Food and Beverage Price Indices,"Index, 2016=100",,,,,,,,,,,
Emerging and developing Europe,"Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging and developing Europe,"Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley","Index, 2016=100",,,,,,,,,,,
Emerging and developing Europe,"Wheat, No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Maize (corn), U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Barley, Canadian no.1 Western Barley, spot price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging and developing Europe,"Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Sunflower Oil, US export price from Gulf of Mexico, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Olive Oil, extra virgin less than 1% free fatty acid, ex-tanker price U.K., US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Fishmeal, Peru Fish meal/pellets 65% protein, CIF, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Groundnuts (peanuts), 40/50 (40 to 50 count per ounce), cif Argentina, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging and developing Europe,"Beef, Australian and New Zealand 85% lean fores, FOB U.S. import price, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging and developing Europe,"Lamb, frozen carcass Smithfield London, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging and developing Europe,"Swine (pork), 51-52% lean Hogs, U.S. price, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging and developing Europe,"Poultry (chicken), Whole bird spot price, Georgia docks, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging and developing Europe,Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices,"Index, 2016=100",,,,,,,,,,,
Emerging and developing Europe,"Fish (salmon), Farm Bred Norwegian Salmon, export price, US$ per kilogram",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Shrimp, Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan, US$ per kilogram",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Commodity Sugar Index includes European, Free market, and U.S. Price Indices","Index, 2016=100",,,,,,,,,,,
Emerging and developing Europe,"Sugar, Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging and developing Europe,"Sugar, U.S. import price, contract no.14 nearest futures position, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging and developing Europe,"Bananas, Central American and Ecuador, FOB U.S. Ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Oranges, miscellaneous oranges French import price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Commodity Beverage Price Index includes Coffee, Tea, and Cocoa","Index, 2016=100",,,,,,,,,,,
Emerging and developing Europe,Commodity Coffee Price Index includes Other Mild Arabicas and Robusta,"Index, 2016=100",,,,,,,,,,,
Emerging and developing Europe,"Coffee, Other Mild Arabicas, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging and developing Europe,"Coffee, Robusta, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",U.S. cents,Units,,,,,,,,,,
Emerging and developing Europe,"Cocoa beans, International Cocoa Organization cash price, CIF US and European ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Emerging and developing Europe,"Tea, Mombasa, Kenya, Auction Price, US cents per kilogram",U.S. cents,Units,,,,,,,,,,
Emerging and developing Europe,"Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices","Index, 2016=100",,,,,,,,,,,
